customer_id,full_name,email,phone,city,registration_date,age_group,gender,is_premium
CUST00044,Mason Bobal,mallickishaan@example.net,+919991161441,Jaipur,2022-09-24,35-44,Male,False
CUST00045,Mugdha Sundaram,raksha19@example.com,07225662682,Indore,2021-12-30,55+,Male,False
CUST00046,Om Mani,kotajanuja@example.org,07479220479,Chennai,2022-01-14,35-44,Male,False
CUST00047,Osha Mohan,vedadave@example.org,04372163364,Delhi,2021-04-23,25-34,Male,False
CUST00048,Osha Dutta,boseekta@example.net,+911425581997,Hyderabad,2022-04-06,25-34,Female,True
CUST00049,Bhavna Krish,chaudharymanya@example.org,01174549775,Pune,2022-11-18,35-44,Male,False
CUST00050,Zayan Barad,balakrishnancaleb@example.net,03706946797,Ahmedabad,2021-09-18,35-44,Male,True
CUST00051,Vedant Kapur,sidhuyahvi@example.com,08962920580,Bengaluru,2021-07-01,25-34,Male,False
CUST00052,Chasmum Kale,mandalhenry@example.org,0530733039,Mumbai,2022-08-27,35-44,Other,False
CUST00053,Aarush Iyengar,kakarrushil@example.org,00542370501,Hyderabad,2021-12-10,18-24,Female,False
CUST00054,Warhi Pai,ybala@example.org,+918548588743,Delhi,2022-10-13,25-34,Male,False
CUST00055,Teerth Subramaniam,gkala@example.net,+910705901141,Ahmedabad,2021-06-15,25-34,Male,False
CUST00056,Radha Sachdeva,toordakshesh@example.com,4562937380,Hyderabad,2022-03-07,18-24,Female,False
CUST00057,Baljiwan Karan,indrajit91@example.org,6934563533,Delhi,2021-03-29,18-24,Other,False
CUST00058,Charvi Dada,onkarprashad@example.net,1043866799,Kolkata,2021-04-08,35-44,Male,True
CUST00059,Ishanvi Ahuja,ekalinga25@example.org,2432761735,Kolkata,2021-12-27,25-34,Male,False
CUST00060,Azaan Halder,bedipraneel@example.net,2796655457,Indore,2021-05-20,25-34,Female,False
CUST00061,Kai Sunder,omaja51@example.net,08708263950,Hyderabad,2022-06-19,25-34,Female,False
CUST00062,Osha Bandi,kotayash@example.net,7217855407,Kolkata,2021-01-10,25-34,Male,True
CUST00063,Jairaj Chaudhary,subramaniamsanaya@example.net,8025636391,Delhi,2022-10-22,18-24,Female,False
CUST00064,Chameli Lall,sameshlalla@example.org,07489000051,Indore,2022-11-16,35-44,Female,True
CUST00065,Hardik Padmanabhan,yachana72@example.net,+914371679349,Delhi,2021-02-23,35-44,Female,False
CUST00066,Ishita Kari,vedika18@example.net,+914869963669,Indore,2022-05-13,35-44,Female,False
CUST00067,Arin Bahl,ybora@example.net,4180986932,Hyderabad,2022-03-11,35-44,Female,False
CUST00068,Wishi Dass,ichadha@example.net,7809565077,Ahmedabad,2022-10-12,25-34,Male,False
CUST00069,Meera Bakshi,vsodhi@example.net,0615731496,Pune,2022-05-08,18-24,Female,False
CUST00070,Advika Varghese,nakulmajumdar@example.org,+917767149694,Jaipur,2022-09-20,25-34,Male,False
CUST00071,Naveen Patil,xalak99@example.com,3736181552,Ahmedabad,2021-12-08,18-24,Female,False
CUST00072,Kashish Kara,nilimanatt@example.net,8371273073,Chennai,2022-03-23,55+,Male,False
CUST00073,Reva Mand,virajbadami@example.net,+912304957918,Delhi,2021-09-24,18-24,Female,False
CUST00074,Oliver Venkataraman,johalmaya@example.net,6759668915,Chennai,2021-03-22,18-24,Male,False
CUST00075,Aahana Deo,gagan55@example.com,+914571831359,Ahmedabad,2021-12-24,45-54,Male,False
CUST00076,Daniel Mangal,widishachhabra@example.com,1315492711,Indore,2022-07-19,55+,Male,False
CUST00077,Radhika Morar,uvenkataraman@example.net,+911056303001,Jaipur,2021-12-18,35-44,Female,True
CUST00078,Urvi Gara,yahvi60@example.com,+918542822864,Jaipur,2022-01-03,18-24,Female,False
CUST00079,Yagnesh Joshi,sastryzashil@example.net,+913503042102,Mumbai,2022-06-01,18-24,Female,False
CUST00080,Aarnav Aggarwal,davidsaran@example.net,+919823606285,Jaipur,2021-02-14,25-34,Male,False
CUST00081,Ucchal Bose,leenakaran@example.org,1062866144,Pune,2022-04-03,18-24,Male,False
CUST00082,Rachit Kothari,chakradev68@example.com,01530032005,Jaipur,2021-01-13,18-24,Female,False
CUST00083,Zayan Mukhopadhyay,dhritijaggi@example.com,+917719643623,Ahmedabad,2021-02-01,25-34,Female,False
CUST00084,Aradhana Iyengar,sridharrayaan@example.com,03650917510,Mumbai,2021-03-09,55+,Female,False
CUST00085,Neel Lad,vidhibanerjee@example.com,8280374114,Ahmedabad,2022-10-20,25-34,Female,True
CUST00086,Akshay Agrawal,lgulati@example.net,+911661191384,Ahmedabad,2021-04-18,35-44,Female,False
CUST00087,Charvi Amble,ramaswamyumang@example.com,+917939375706,Bengaluru,2021-03-22,35-44,Male,False
CUST00088,Onveer Choudhury,deepfaraj@example.com,6717662181,Mumbai,2022-07-10,25-34,Female,False
CUST00089,Aahana Bhalla,dixitaarna@example.net,+913969854328,Ahmedabad,2021-07-04,35-44,Female,False
CUST00090,Daksh Roy,badamichaaya@example.net,+911975304033,Bengaluru,2022-04-26,18-24,Female,False
CUST00091,Praneel Dugar,minhasomkaar@example.org,08751684873,Bengaluru,2022-07-18,18-24,Female,True
CUST00092,Caleb Pall,duaria@example.net,2327699900,Mumbai,2021-09-15,35-44,Male,True
CUST00093,Darsh Buch,tpal@example.org,6002148092,Chennai,2021-12-09,18-24,Male,True
CUST00094,Hemani Vala,yashodahanda@example.net,1090839140,Indore,2022-03-31,55+,Male,False
CUST00095,Hredhaan Grewal,pagarwal@example.com,+914702063719,Pune,2021-03-17,18-24,Male,False
CUST00096,Gautam Bala,jasmitbedi@example.org,+910661022417,Indore,2021-01-27,25-34,Female,False
CUST00097,Sai Ranganathan,zsamra@example.com,08604995151,Jaipur,2021-06-10,25-34,Female,True
CUST00098,Reyansh Devan,amararaman@example.net,1384765758,Pune,2022-05-22,18-24,Male,False
CUST00099,Falak Padmanabhan,zwadhwa@example.org,+918477544402,Jaipur,2021-01-30,18-24,Male,False
CUST00100,Yachana Bala,vedasastry@example.net,0119972378,Ahmedabad,2022-02-03,35-44,Female,False
CUST00101,Nitara Nigam,ektavarma@example.org,03758900413,Delhi,2022-11-05,45-54,Female,False
CUST00102,Niharika Wali,george13@example.net,+918004138287,Mumbai,2022-05-12,45-54,Male,False
CUST00103,Pranit Aurora,zkaran@example.com,6047482320,Pune,2022-11-30,25-34,Female,False
CUST00104,Laban Samra,kmani@example.com,01734684825,Pune,2022-02-12,35-44,Male,False
CUST00105,Avni Wason,karandin@example.com,8002946384,Ahmedabad,2021-11-17,35-44,Male,False
CUST00106,Raghav Nadig,pathakranveer@example.org,0126972933,Chennai,2022-04-02,35-44,Male,True
CUST00107,Ekavir Barman,harshchand@example.net,+916635170003,Bengaluru,2022-10-26,25-34,Male,False
CUST00108,Tanay Chokshi,reva21@example.com,5801432845,Ahmedabad,2022-05-30,35-44,Male,False
CUST00109,Karan Chanda,traman@example.com,5746662555,Kolkata,2021-05-31,45-54,Female,True
CUST00110,Tanay Sen,zkara@example.net,5384237619,Bengaluru,2022-02-13,25-34,Female,False
CUST00111,Jeet Raman,gaurangikalita@example.org,+914076674450,Mumbai,2022-05-29,45-54,Male,False
CUST00112,Charvi Bhattacharyya,gavinbhatti@example.com,1045137938,Bengaluru,2021-03-01,25-34,Male,False
CUST00113,Janani Dass,alexander70@example.net,1969244508,Chennai,2021-08-08,18-24,Male,False
CUST00114,Anirudh Doshi,schawla@example.org,01069956141,Bengaluru,2021-11-22,18-24,Female,False
CUST00115,Lavanya Boase,bandiganga@example.com,0244787401,Mumbai,2021-03-14,25-34,Female,False
CUST00116,Mitali Chandran,balhaar10@example.net,0249687838,Chennai,2021-09-19,25-34,Male,True
CUST00117,Yagnesh Contractor,darabha@example.net,+918014877344,Indore,2022-08-08,45-54,Male,False
CUST00118,Xalak Panchal,tarakshankar@example.org,1409137033,Pune,2022-04-05,18-24,Female,True
CUST00119,Madhav Mody,vedika13@example.net,07629302539,Pune,2022-08-12,45-54,Female,False
CUST00120,Kashvi Bala,hayerlogan@example.com,0786883809,Jaipur,2022-04-24,45-54,Male,True
CUST00121,Edhitha Padmanabhan,peter56@example.net,5893712233,Indore,2021-06-06,18-24,Female,False
CUST00122,Xiti Mann,balachasmum@example.com,+916171769253,Indore,2021-06-29,45-54,Female,True
CUST00123,Ansh Virk,desaidarsh@example.com,00441101833,Bengaluru,2022-04-07,55+,Male,True
CUST00124,Wazir Om,ucherian@example.net,+917385253912,Pune,2021-05-13,35-44,Male,True
CUST00125,Yashasvi Warrior,kamalamandal@example.com,+910812381611,Mumbai,2021-10-20,35-44,Male,False
CUST00126,Ethan Dayal,bchoudhury@example.net,09500692019,Hyderabad,2021-05-14,55+,Female,False
CUST00127,Hemal Parmer,binakuruvilla@example.com,+916315273790,Hyderabad,2021-11-19,35-44,Female,True
CUST00128,Caleb Chowdhury,devikalad@example.net,1261701382,Chennai,2021-12-27,25-34,Female,False
CUST00129,Nisha Pandya,anthonybose@example.org,5758367118,Pune,2022-05-22,45-54,Female,False
CUST00130,Ekantika Ganesan,raghavdoshi@example.net,+919281868276,Pune,2022-08-13,35-44,Female,False
CUST00131,Jagvi Bhalla,bmangal@example.com,+918382667896,Hyderabad,2021-07-29,25-34,Female,False
CUST00132,Raghav Balakrishnan,ukar@example.com,08213895430,Pune,2021-08-14,25-34,Female,False
CUST00133,Qadim Basak,tanveer15@example.net,9925147407,Bengaluru,2022-09-30,35-44,Male,False
CUST00134,Janani Kata,aryanaksh@example.org,9699734643,Kolkata,2022-11-14,18-24,Male,False
CUST00135,Faris Mander,krishpant@example.com,03467034546,Delhi,2022-09-11,55+,Female,False
CUST00136,Urishilla Chokshi,nattfarhan@example.com,09438866509,Indore,2022-07-29,25-34,Female,False
CUST00137,Baghyawati Singhal,jonathan29@example.org,+912859491850,Jaipur,2021-03-30,18-24,Male,False
CUST00138,Nimrat Patla,gtoor@example.org,08226675952,Chennai,2022-07-22,25-34,Female,True
CUST00139,Harish Devi,maanav06@example.com,1752094999,Kolkata,2021-02-04,18-24,Female,False
CUST00140,Yashawini Lanka,vsani@example.org,+912867650602,Hyderabad,2021-10-26,35-44,Male,True
CUST00141,Sathvik Iyer,finnbhatti@example.net,9020138897,Indore,2021-05-01,45-54,Female,False
CUST00142,Xalak Madan,kumerfaqid@example.com,01901971144,Pune,2022-10-28,45-54,Male,True
CUST00143,Aadi Mahal,davidsagar@example.net,4864404614,Jaipur,2021-12-03,18-24,Female,False
CUST00144,Champak Issac,urvashiravel@example.com,2707002136,Pune,2021-12-07,18-24,Male,False
CUST00145,Nidra Gopal,anirudh67@example.org,+910668723951,Mumbai,2021-05-01,45-54,Female,False
CUST00146,Bina Palan,pathakgeorge@example.net,01661265513,Mumbai,2021-09-09,55+,Male,False
CUST00147,Aadhya Char,lsant@example.net,3018569672,Jaipur,2021-07-09,25-34,Male,False
CUST00148,Advik Zachariah,indira30@example.org,+917239254474,Jaipur,2022-04-19,25-34,Female,False
CUST00149,Theodore Sura,tanvi35@example.com,7002298203,Hyderabad,2021-06-14,25-34,Male,False
CUST00150,Omkaar Subramanian,wasonleena@example.com,+912455682127,Jaipur,2022-12-21,45-54,Male,True
CUST00151,Fiyaz Ramachandran,mohinikibe@example.com,05309095413,Bengaluru,2021-02-04,35-44,Male,False
CUST00152,Jeremiah Natt,xalakbatra@example.org,7506808684,Pune,2022-09-06,25-34,Female,False
CUST00153,Kiaan Randhawa,walihenry@example.com,3608506044,Kolkata,2021-02-02,25-34,Female,False
CUST00154,Ijaya Anand,slal@example.org,+910497550948,Ahmedabad,2021-07-01,45-54,Male,True
CUST00155,Matthew Bir,hom@example.net,+919539909797,Jaipur,2022-04-03,18-24,Female,False
CUST00156,Kala Kumer,rmander@example.net,08906460505,Chennai,2021-03-16,25-34,Female,True
CUST00157,Praneel Sahota,lokehemani@example.org,7026989978,Mumbai,2022-01-18,25-34,Female,False
CUST00158,Abeer Nigam,nazarethlopa@example.net,1292569710,Bengaluru,2022-09-09,18-24,Male,False
CUST00159,Avni Boase,wparmer@example.com,0927002371,Indore,2022-03-07,18-24,Female,False
CUST00160,Ikbal Sabharwal,mandayuvraj@example.net,06819118533,Ahmedabad,2021-10-13,45-54,Male,False
CUST00161,Keya Bir,aryarushil@example.net,+916130758677,Kolkata,2022-07-24,45-54,Male,False
CUST00162,Rayaan Devi,chakradharshukla@example.org,01268630133,Ahmedabad,2021-09-24,45-54,Male,False
CUST00163,Gunbir Palla,vamakshikamdar@example.com,03326723408,Jaipur,2022-12-29,45-54,Female,False
CUST00164,Zinal Salvi,pallayashica@example.org,09092631642,Hyderabad,2022-04-07,25-34,Male,False
CUST00165,Leena Anand,tbadami@example.com,+918114479114,Mumbai,2021-08-07,45-54,Female,False
CUST00166,Indali Brahmbhatt,cramakrishnan@example.org,+911342578078,Mumbai,2022-07-03,25-34,Male,False
CUST00167,Simon Bir,raoleela@example.net,07887679791,Indore,2021-07-31,35-44,Male,False
CUST00168,Patrick Bahri,drastogi@example.com,+913066815645,Hyderabad,2022-09-15,55+,Male,False
CUST00169,Bhavani Agate,rajuchaitanya@example.net,06543771325,Pune,2021-04-01,18-24,Male,False
CUST00170,Nitesh Shan,deolmaanas@example.org,+913114686966,Delhi,2022-03-02,25-34,Male,True
CUST00171,Anjali Minhas,hkibe@example.org,+910616168171,Bengaluru,2021-03-18,25-34,Male,False
CUST00172,Vrinda Shankar,nitara33@example.net,1796892710,Mumbai,2021-07-31,18-24,Male,True
CUST00173,Sarthak Ghose,jack83@example.net,+913141583142,Chennai,2021-04-18,18-24,Male,True
CUST00174,Max Lala,baladaksha@example.net,00617706953,Mumbai,2022-06-12,45-54,Male,False
CUST00175,Aahana Shanker,vpatla@example.com,8091200230,Ahmedabad,2022-07-29,55+,Male,False
CUST00176,Oscar Keer,chamannarain@example.com,07938108303,Mumbai,2021-12-15,25-34,Female,False
CUST00177,Lekha Dave,widishaganesan@example.net,05623005395,Mumbai,2022-07-20,18-24,Female,False
CUST00178,Jalsa Pillay,tripti82@example.org,3181963824,Delhi,2021-06-28,18-24,Female,False
CUST00179,Jagrati Pall,aadhyasarna@example.com,2338464447,Delhi,2021-07-07,45-54,Male,True
CUST00180,Sanya Keer,nghose@example.org,04296099478,Kolkata,2023-01-01,25-34,Female,False
CUST00181,Manbir Banik,banerjeevedika@example.net,+918814515428,Pune,2021-04-28,25-34,Female,False
CUST00182,Jagat Parekh,balendra71@example.net,03344493791,Chennai,2022-02-04,25-34,Male,True
CUST00183,Keya Palla,chandraforum@example.net,04023172700,Mumbai,2021-08-19,25-34,Male,False
CUST00184,Aadi Gopal,jyohannan@example.com,1262960988,Mumbai,2022-12-13,25-34,Male,False
CUST00185,Eesha Dora,udarshbasu@example.net,02302089762,Bengaluru,2022-09-09,45-54,Male,False
CUST00186,Wridesh Sawhney,kpathak@example.org,+916266057176,Delhi,2021-12-26,25-34,Male,False
CUST00187,Rajeshri Korpal,hayretanmayi@example.net,7867242592,Chennai,2022-02-21,35-44,Female,False
CUST00188,Xiti Gara,kaikala@example.net,01769290565,Indore,2022-05-01,25-34,Male,False
CUST00189,Netra Behl,hemangkeer@example.org,+916558575270,Kolkata,2022-11-03,35-44,Other,False
CUST00190,Eesha Bajwa,aadivenkataraman@example.com,02177686872,Pune,2022-04-30,35-44,Male,False
CUST00191,Vaishnavi Handa,lkapur@example.org,00054657433,Hyderabad,2021-05-31,18-24,Male,False
CUST00192,Ayush Bassi,gsekhon@example.org,+915693720894,Pune,2022-10-13,25-34,Other,False
CUST00193,Viraj Ravel,ikshita96@example.net,+914220090000,Ahmedabad,2022-10-06,25-34,Female,True
CUST00194,Balhaar Swaminathan,trivenivora@example.com,3881116552,Mumbai,2021-08-22,45-54,Male,True
CUST00195,Laban Chowdhury,yochana86@example.org,+912445357398,Kolkata,2022-10-23,25-34,Female,False
CUST00196,Vasana Din,yugmallick@example.org,01613768984,Ahmedabad,2021-07-05,55+,Female,False
CUST00197,Abhiram Kapoor,vasudha23@example.net,+919690820155,Chennai,2022-08-26,18-24,Male,False
CUST00198,Yash Vyas,osha87@example.org,+913367214012,Hyderabad,2022-08-23,35-44,Male,True
CUST00199,Diya Khalsa,watika28@example.net,+918868587112,Delhi,2021-02-25,35-44,Female,False
CUST00200,Zashil Hans,palldamyanti@example.net,4156629209,Kolkata,2021-09-02,35-44,Male,False
CUST00201,Nathan Dash,yug14@example.com,7804093720,Kolkata,2021-06-18,25-34,Male,False
CUST00202,Oni Bera,aryaabhiram@example.com,04740072551,Mumbai,2022-07-16,25-34,Male,False
CUST00203,Warjas Cheema,ragate@example.com,1784806507,Jaipur,2022-04-05,35-44,Male,False
CUST00204,Chakradev Trivedi,bahadurjit85@example.net,+918964596548,Kolkata,2021-07-10,18-24,Female,True
CUST00205,Teerth Yogi,vohraoscar@example.org,01166326759,Bengaluru,2021-04-20,18-24,Male,False
CUST00206,Azaan Khalsa,qdua@example.com,3933517280,Hyderabad,2021-10-25,25-34,Female,False
CUST00207,Qadim Bhatnagar,rajuyashasvi@example.org,00930855769,Hyderabad,2022-05-30,25-34,Male,False
CUST00208,Rachita Sibal,guneet92@example.com,8156670253,Bengaluru,2021-06-28,25-34,Male,False
CUST00209,Agastya Nayar,bediikbal@example.org,+913670775719,Indore,2021-01-25,25-34,Male,False
CUST00210,Yachana More,anvipalan@example.org,05978539275,Bengaluru,2022-06-10,25-34,Female,False
CUST00211,Pranav Kaul,sonigayathri@example.com,07592562021,Bengaluru,2021-01-01,35-44,Female,False
CUST00212,Yashodhara Venkatesh,vihaan07@example.com,05790164846,Hyderabad,2022-02-16,35-44,Male,False
CUST00213,Hiral Bhat,sanayashah@example.org,+918753388246,Pune,2021-11-19,45-54,Male,True
CUST00214,Wahab Sengupta,sachdevayush@example.com,08945571049,Hyderabad,2021-02-13,55+,Female,False
CUST00215,Hiral Sinha,kpingle@example.org,02128533981,Jaipur,2021-03-07,25-34,Female,True
CUST00216,Aryan Khosla,benjamin60@example.org,+912805468308,Mumbai,2021-12-15,18-24,Male,False
CUST00217,Mugdha D’Alia,ipatil@example.com,09722409578,Ahmedabad,2021-10-10,18-24,Female,False
CUST00218,Omisha Din,patlahritik@example.com,03184864605,Pune,2021-07-21,25-34,Female,False
CUST00219,Veda Nadig,qushi12@example.net,03389054452,Delhi,2021-09-26,55+,Male,True
CUST00220,Manbir Ratta,alkarana@example.net,+910279266792,Ahmedabad,2022-08-31,25-34,Male,False
CUST00221,Falan Nayar,varmafrederick@example.org,4584854831,Mumbai,2022-04-23,25-34,Male,False
CUST00222,Harshil Morar,yagneshcomar@example.org,+918904998970,Jaipur,2022-05-16,25-34,Female,False
CUST00223,Vedant Kari,rachit80@example.net,7424772928,Jaipur,2022-10-28,25-34,Female,False
CUST00224,Abha Dara,glanka@example.org,3959451110,Delhi,2022-01-20,35-44,Male,False
CUST00225,Aradhana Vala,falguni76@example.net,02435321342,Pune,2022-12-11,18-24,Male,False
CUST00226,Samaksh Dash,gaganbalay@example.org,+916250092773,Indore,2021-05-09,55+,Male,False
CUST00227,Meera Kala,lajitagole@example.com,2040071396,Bengaluru,2021-06-13,25-34,Female,False
CUST00228,Siddharth Master,ytrivedi@example.net,6821643648,Pune,2022-05-11,18-24,Male,False
CUST00229,Eta Dasgupta,rattiyachana@example.org,04798227100,Indore,2021-05-09,45-54,Male,False
CUST00230,Damini Randhawa,bgara@example.org,+913919724616,Jaipur,2022-05-21,18-24,Male,False
CUST00231,Harini Bora,rachitasavant@example.com,04392348026,Hyderabad,2022-12-25,45-54,Male,False
CUST00232,Victor Koshy,ydugar@example.org,7259108828,Mumbai,2022-10-21,55+,Male,False
CUST00233,Agastya Mandal,wishi53@example.org,9201493542,Delhi,2021-01-07,35-44,Male,False
CUST00234,Krishna Mitter,meerauppal@example.com,9355424551,Mumbai,2021-03-26,35-44,Male,False
CUST00235,Ridhi Jha,lram@example.org,00352834436,Chennai,2022-11-02,25-34,Female,False
CUST00236,Bahadurjit Dass,falan90@example.com,08255822601,Chennai,2022-05-12,55+,Male,False
CUST00237,Wyatt Kapoor,iyogi@example.org,01980050563,Pune,2022-10-24,25-34,Male,False
CUST00238,Dakshesh Wable,deshpandekamya@example.org,+911848893056,Jaipur,2022-11-30,35-44,Female,False
CUST00239,Jonathan Ramaswamy,lroy@example.net,0558208808,Jaipur,2022-01-28,55+,Male,False
CUST00240,Jason Subramanian,niharika38@example.com,+915509550624,Bengaluru,2022-10-21,55+,Female,True
CUST00241,Jatin Chawla,viraj56@example.org,+914168023859,Bengaluru,2021-07-24,45-54,Male,False
CUST00242,Saanvi Badami,mahajanyutika@example.org,0977550840,Bengaluru,2022-05-03,25-34,Male,False
CUST00243,Elijah Karan,matthew91@example.org,8520894897,Hyderabad,2022-03-22,55+,Male,False
CUST00244,Qarin Chandra,abhimanyuramesh@example.org,05817580323,Ahmedabad,2021-02-15,35-44,Male,False
CUST00245,Jagat Kota,jagdishmody@example.com,+910138791928,Kolkata,2021-08-22,55+,Female,False
CUST00246,Bhavna Shroff,charita62@example.com,1410299912,Ahmedabad,2022-05-27,35-44,Male,False
CUST00247,Upadhriti Dara,zayyan57@example.com,9440893214,Mumbai,2021-06-28,25-34,Male,False
CUST00248,Nakul Shanker,shereosha@example.com,00471458952,Ahmedabad,2022-08-19,25-34,Male,True
CUST00249,Devansh Ramesh,advika10@example.com,08700403361,Hyderabad,2021-05-27,25-34,Male,False
CUST00250,Zaid Suri,chakradhar72@example.com,+917579732088,Mumbai,2021-05-21,35-44,Male,False
CUST00251,Siya Tata,mpandya@example.com,1622243197,Ahmedabad,2021-09-04,25-34,Male,True
CUST00252,Nandini Dayal,nagaroeshi@example.com,02082993571,Hyderabad,2022-04-28,25-34,Male,False
CUST00253,Raagini Hora,krandhawa@example.net,01321942603,Kolkata,2021-09-04,25-34,Female,False
CUST00254,Nirja Yogi,oeshibains@example.com,6957106108,Ahmedabad,2021-11-11,45-54,Male,False
CUST00255,Balveer Bhatt,kabir44@example.com,+912819768993,Hyderabad,2022-06-21,25-34,Female,False
CUST00256,Ekapad Golla,jasmit52@example.org,+917596608958,Bengaluru,2022-09-27,18-24,Female,False
CUST00257,Ganga Merchant,etara@example.com,03104309959,Jaipur,2022-09-24,18-24,Male,False
CUST00258,Maanas Savant,ryan43@example.org,+915613364162,Bengaluru,2021-02-26,18-24,Female,False
CUST00259,Hemani Mane,mahikakalita@example.org,2467791203,Jaipur,2021-10-17,25-34,Female,False
CUST00260,Garima Doctor,rishi12@example.net,06233412876,Delhi,2022-01-04,18-24,Male,False
CUST00261,Prisha Chana,samesh76@example.org,1617173161,Delhi,2021-10-25,18-24,Other,False
CUST00262,Urishilla Sinha,falan97@example.net,+918940027387,Delhi,2021-11-07,55+,Male,False
CUST00263,Eta Bansal,bhavikasaran@example.net,+912050700519,Kolkata,2021-09-10,45-54,Male,True
CUST00264,Zarna Keer,jasmit81@example.com,02080699225,Bengaluru,2022-11-07,25-34,Female,True
CUST00265,Umang Dugar,mananzachariah@example.net,05437759607,Jaipur,2021-02-11,55+,Male,False
CUST00266,Liam Kala,pborah@example.com,+911455761897,Hyderabad,2021-03-03,18-24,Male,False
